query,intent
지금 깻잎 냉장고 안에 몇개나 있어?.,14
지금 깻잎 냉장고 안에 몇개나 있냐?.,14
지금 깻잎 냉장고 안에 몇개나 있나?.,14
지금 깻잎 냉장고 안에 몇개나 있어요?.,14
지금 깻잎 냉장고 안에 몇개나 있나요?.,14
지금 깻잎 냉장고 안에 몇개나 있습니까?.,14
지금 깻잎 냉장고 안에 몇개나 있습니까요?.,14
지금 깻잎 냉장고 안에 남아있어?.,14
지금 깻잎 냉장고 안에 남아있냐?.,14
지금 깻잎 냉장고 안에 남아있나?.,14
지금 깻잎 냉장고 안에 남아있어요?.,14
지금 깻잎 냉장고 안에 남아있나요?.,14
지금 깻잎 냉장고 안에 남아있습니까?.,14
지금 깻잎 냉장고 안에 남아있습니까요?.,14
지금 깻잎 냉장고 안에  몇개 남아?.,14
지금 깻잎 냉장고 안에 몇개 남아있어?.,14
지금 깻잎 냉장고 안에 몇개 남아있냐?.,14
지금 깻잎 냉장고 안에 몇개 남아있나?.,14
지금 깻잎 냉장고 안에 몇개 남아있어요?.,14
지금 깻잎 냉장고 안에 몇개 남아있나요?.,14
지금 깻잎 냉장고 안에 몇개 남아있습니까?.,14
지금 깻잎 냉장고 안에 몇개 남아있습니까요?.,14
지금 깻잎 냉장고 안에 몇개나 남아있어?.,14
지금 깻잎 냉장고 안에 몇개나 남아있냐?.,14
지금 깻잎 냉장고 안에 몇개나 남아있어요?.,14
지금 깻잎 냉장고 안에 몇개나 남아있나요?.,14
지금 깻잎 냉장고 안에 몇개나 남아있습니까?.,14
지금 깻잎 냉장고 안에 몇개나 남아있습니까요?.,14
현재 깻잎 냉장고 안에 있어?.,14
현재 깻잎 냉장고 안에 있냐?.,14
현재 깻잎 냉장고 안에 있나?.,14
현재 깻잎 냉장고 안에 있어요?.,14
현재 깻잎 냉장고 안에 있나요?.,14
현재 깻잎 냉장고 안에 있습니까?.,14
현재 깻잎 냉장고 안에 있습니까요?.,14
현재 깻잎 냉장고 안에  몇개?.,14
현재 깻잎 냉장고 안에 몇개 있어?.,14
현재 깻잎 냉장고 안에 몇개 있냐?.,14
현재 깻잎 냉장고 안에 몇개 있나?.,14
현재 깻잎 냉장고 안에 몇개 있어요?.,14
현재 깻잎 냉장고 안에 몇개 있나요?.,14
현재 깻잎 냉장고 안에 몇개 있습니까?.,14
현재 깻잎 냉장고 안에 몇개 있습니까요?.,14
현재 깻잎 냉장고 안에 몇개나 있어?.,14
현재 깻잎 냉장고 안에 몇개나 있냐?.,14
현재 깻잎 냉장고 안에 몇개나 있나?.,14
현재 깻잎 냉장고 안에 몇개나 있어요?.,14
현재 깻잎 냉장고 안에 몇개나 있나요?.,14
현재 깻잎 냉장고 안에 몇개나 있습니까?.,14
현재 깻잎 냉장고 안에 몇개나 있습니까요?.,14
현재 깻잎 냉장고 안에 남아있어?.,14
현재 깻잎 냉장고 안에 남아있냐?.,14
현재 깻잎 냉장고 안에 남아있나?.,14
현재 깻잎 냉장고 안에 남아있어요?.,14
현재 깻잎 냉장고 안에 남아있나요?.,14
현재 깻잎 냉장고 안에 남아있습니까?.,14
현재 깻잎 냉장고 안에 남아있습니까요?.,14
현재 깻잎 냉장고 안에  몇개 남아?.,14
현재 깻잎 냉장고 안에 몇개 남아있어?.,14
현재 깻잎 냉장고 안에 몇개 남아있냐?.,14
현재 깻잎 냉장고 안에 몇개 남아있나?.,14
현재 깻잎 냉장고 안에 몇개 남아있어요?.,14
현재 깻잎 냉장고 안에 몇개 남아있나요?.,14
현재 깻잎 냉장고 안에 몇개 남아있습니까?.,14
현재 깻잎 냉장고 안에 몇개 남아있습니까요?.,14
현재 깻잎 냉장고 안에 몇개나 남아있어?.,14
현재 깻잎 냉장고 안에 몇개나 남아있냐?.,14
현재 깻잎 냉장고 안에 몇개나 남아있어요?.,14
현재 깻잎 냉장고 안에 몇개나 남아있나요?.,14
현재 깻잎 냉장고 안에 몇개나 남아있습니까?.,14
현재 깻잎 냉장고 안에 몇개나 남아있습니까요?.,14
깻잎 냉장고 속에 있어?.,14
깻잎 냉장고 속에 있냐?.,14
깻잎 냉장고 속에 있나?.,14
깻잎 냉장고 속에 있어요?.,14
깻잎 냉장고 속에 있나요?.,14
깻잎 냉장고 속에 있습니까?.,14
깻잎 냉장고 속에 있습니까요?.,14
깻잎 냉장고 속에  몇개?.,14
깻잎 냉장고 속에 몇개 있어?.,14
깻잎 냉장고 속에 몇개 있냐?.,14
깻잎 냉장고 속에 몇개 있나?.,14
깻잎 냉장고 속에 몇개 있어요?.,14
깻잎 냉장고 속에 몇개 있나요?.,14
깻잎 냉장고 속에 몇개 있습니까?.,14
깻잎 냉장고 속에 몇개 있습니까요?.,14
깻잎 냉장고 속에 몇개나 있어?.,14
깻잎 냉장고 속에 몇개나 있냐?.,14
깻잎 냉장고 속에 몇개나 있나?.,14
깻잎 냉장고 속에 몇개나 있어요?.,14
깻잎 냉장고 속에 몇개나 있나요?.,14
깻잎 냉장고 속에 몇개나 있습니까?.,14
깻잎 냉장고 속에 몇개나 있습니까요?.,14
깻잎 냉장고 속에 남아있어?.,14
깻잎 냉장고 속에 남아있냐?.,14
깻잎 냉장고 속에 남아있나?.,14
깻잎 냉장고 속에 남아있어요?.,14
깻잎 냉장고 속에 남아있나요?.,14
깻잎 냉장고 속에 남아있습니까?.,14
깻잎 냉장고 속에 남아있습니까요?.,14
깻잎 냉장고 속에  몇개 남아?.,14
깻잎 냉장고 속에 몇개 남아있어?.,14
깻잎 냉장고 속에 몇개 남아있냐?.,14
깻잎 냉장고 속에 몇개 남아있나?.,14
깻잎 냉장고 속에 몇개 남아있어요?.,14
깻잎 냉장고 속에 몇개 남아있나요?.,14
깻잎 냉장고 속에 몇개 남아있습니까?.,14
깻잎 냉장고 속에 몇개 남아있습니까요?.,14
깻잎 냉장고 속에 몇개나 남아있어?.,14
깻잎 냉장고 속에 몇개나 남아있냐?.,14
깻잎 냉장고 속에 몇개나 남아있어요?.,14
깻잎 냉장고 속에 몇개나 남아있나요?.,14
깻잎 냉장고 속에 몇개나 남아있습니까?.,14
깻잎 냉장고 속에 몇개나 남아있습니까요?.,14
지금 깻잎 냉장고 속에 있어?.,14
지금 깻잎 냉장고 속에 있냐?.,14
지금 깻잎 냉장고 속에 있나?.,14
지금 깻잎 냉장고 속에 있어요?.,14
지금 깻잎 냉장고 속에 있나요?.,14
지금 깻잎 냉장고 속에 있습니까?.,14
지금 깻잎 냉장고 속에 있습니까요?.,14
지금 깻잎 냉장고 속에  몇개?.,14
지금 깻잎 냉장고 속에 몇개 있어?.,14
지금 깻잎 냉장고 속에 몇개 있냐?.,14
지금 깻잎 냉장고 속에 몇개 있나?.,14
지금 깻잎 냉장고 속에 몇개 있어요?.,14
지금 깻잎 냉장고 속에 몇개 있나요?.,14
지금 깻잎 냉장고 속에 몇개 있습니까?.,14
지금 깻잎 냉장고 속에 몇개 있습니까요?.,14
지금 깻잎 냉장고 속에 몇개나 있어?.,14
지금 깻잎 냉장고 속에 몇개나 있냐?.,14
지금 깻잎 냉장고 속에 몇개나 있나?.,14
지금 깻잎 냉장고 속에 몇개나 있어요?.,14
지금 깻잎 냉장고 속에 몇개나 있나요?.,14
지금 깻잎 냉장고 속에 몇개나 있습니까?.,14
지금 깻잎 냉장고 속에 몇개나 있습니까요?.,14
지금 깻잎 냉장고 속에 남아있어?.,14
지금 깻잎 냉장고 속에 남아있냐?.,14
지금 깻잎 냉장고 속에 남아있나?.,14
지금 깻잎 냉장고 속에 남아있어요?.,14
지금 깻잎 냉장고 속에 남아있나요?.,14
지금 깻잎 냉장고 속에 남아있습니까?.,14
지금 깻잎 냉장고 속에 남아있습니까요?.,14
지금 깻잎 냉장고 속에  몇개 남아?.,14
지금 깻잎 냉장고 속에 몇개 남아있어?.,14
지금 깻잎 냉장고 속에 몇개 남아있냐?.,14
지금 깻잎 냉장고 속에 몇개 남아있나?.,14
지금 깻잎 냉장고 속에 몇개 남아있어요?.,14
지금 깻잎 냉장고 속에 몇개 남아있나요?.,14
지금 깻잎 냉장고 속에 몇개 남아있습니까?.,14
지금 깻잎 냉장고 속에 몇개 남아있습니까요?.,14
지금 깻잎 냉장고 속에 몇개나 남아있어?.,14
지금 깻잎 냉장고 속에 몇개나 남아있냐?.,14
지금 깻잎 냉장고 속에 몇개나 남아있어요?.,14
지금 깻잎 냉장고 속에 몇개나 남아있나요?.,14
지금 깻잎 냉장고 속에 몇개나 남아있습니까?.,14
지금 깻잎 냉장고 속에 몇개나 남아있습니까요?.,14
현재 깻잎 냉장고 속에 있어?.,14
현재 깻잎 냉장고 속에 있냐?.,14
현재 깻잎 냉장고 속에 있나?.,14
현재 깻잎 냉장고 속에 있어요?.,14
현재 깻잎 냉장고 속에 있나요?.,14
현재 깻잎 냉장고 속에 있습니까?.,14
현재 깻잎 냉장고 속에 있습니까요?.,14
현재 깻잎 냉장고 속에  몇개?.,14
현재 깻잎 냉장고 속에 몇개 있어?.,14
현재 깻잎 냉장고 속에 몇개 있냐?.,14
현재 깻잎 냉장고 속에 몇개 있나?.,14
현재 깻잎 냉장고 속에 몇개 있어요?.,14
현재 깻잎 냉장고 속에 몇개 있나요?.,14
현재 깻잎 냉장고 속에 몇개 있습니까?.,14
현재 깻잎 냉장고 속에 몇개 있습니까요?.,14
현재 깻잎 냉장고 속에 몇개나 있어?.,14
현재 깻잎 냉장고 속에 몇개나 있냐?.,14
현재 깻잎 냉장고 속에 몇개나 있나?.,14
현재 깻잎 냉장고 속에 몇개나 있어요?.,14
현재 깻잎 냉장고 속에 몇개나 있나요?.,14
현재 깻잎 냉장고 속에 몇개나 있습니까?.,14
현재 깻잎 냉장고 속에 몇개나 있습니까요?.,14
현재 깻잎 냉장고 속에 남아있어?.,14
현재 깻잎 냉장고 속에 남아있냐?.,14
현재 깻잎 냉장고 속에 남아있나?.,14
현재 깻잎 냉장고 속에 남아있어요?.,14
현재 깻잎 냉장고 속에 남아있나요?.,14
현재 깻잎 냉장고 속에 남아있습니까?.,14
현재 깻잎 냉장고 속에 남아있습니까요?.,14
현재 깻잎 냉장고 속에  몇개 남아?.,14
현재 깻잎 냉장고 속에 몇개 남아있어?.,14
현재 깻잎 냉장고 속에 몇개 남아있냐?.,14
현재 깻잎 냉장고 속에 몇개 남아있나?.,14
현재 깻잎 냉장고 속에 몇개 남아있어요?.,14
현재 깻잎 냉장고 속에 몇개 남아있나요?.,14
현재 깻잎 냉장고 속에 몇개 남아있습니까?.,14
현재 깻잎 냉장고 속에 몇개 남아있습니까요?.,14
현재 깻잎 냉장고 속에 몇개나 남아있어?.,14
현재 깻잎 냉장고 속에 몇개나 남아있냐?.,14
현재 깻잎 냉장고 속에 몇개나 남아있어요?.,14
현재 깻잎 냉장고 속에 몇개나 남아있나요?.,14
현재 깻잎 냉장고 속에 몇개나 남아있습니까?.,14
현재 깻잎 냉장고 속에 몇개나 남아있습니까요?.,14
가지 있어?.,15
가지 있냐?.,15
가지 있나?.,15
가지 있어요?.,15
가지 있나요?.,15
가지 있습니까?.,15
가지 있습니까요?.,15
가지  몇개?.,15
가지 몇개 있어?.,15
가지 몇개 있냐?.,15
가지 몇개 있나?.,15
가지 몇개 있어요?.,15
가지 몇개 있나요?.,15
가지 몇개 있습니까?.,15
가지 몇개 있습니까요?.,15
가지 몇개나 있어?.,15
가지 몇개나 있냐?.,15
가지 몇개나 있나?.,15
가지 몇개나 있어요?.,15
가지 몇개나 있나요?.,15
가지 몇개나 있습니까?.,15
가지 몇개나 있습니까요?.,15
가지 남아있어?.,15
가지 남아있냐?.,15
가지 남아있나?.,15
가지 남아있어요?.,15
가지 남아있나요?.,15
가지 남아있습니까?.,15
가지 남아있습니까요?.,15
가지  몇개 남아?.,15
가지 몇개 남아있어?.,15
가지 몇개 남아있냐?.,15
가지 몇개 남아있나?.,15
가지 몇개 남아있어요?.,15
가지 몇개 남아있나요?.,15
가지 몇개 남아있습니까?.,15
가지 몇개 남아있습니까요?.,15
가지 몇개나 남아있어?.,15
가지 몇개나 남아있냐?.,15
가지 몇개나 남아있어요?.,15
가지 몇개나 남아있나요?.,15
가지 몇개나 남아있습니까?.,15
가지 몇개나 남아있습니까요?.,15
지금 가지 있어?.,15
지금 가지 있냐?.,15
지금 가지 있나?.,15
지금 가지 있어요?.,15
지금 가지 있나요?.,15
지금 가지 있습니까?.,15
지금 가지 있습니까요?.,15
지금 가지  몇개?.,15
지금 가지 몇개 있어?.,15
지금 가지 몇개 있냐?.,15
지금 가지 몇개 있나?.,15
지금 가지 몇개 있어요?.,15
지금 가지 몇개 있나요?.,15
지금 가지 몇개 있습니까?.,15
지금 가지 몇개 있습니까요?.,15
지금 가지 몇개나 있어?.,15
지금 가지 몇개나 있냐?.,15
지금 가지 몇개나 있나?.,15
지금 가지 몇개나 있어요?.,15
지금 가지 몇개나 있나요?.,15
지금 가지 몇개나 있습니까?.,15
지금 가지 몇개나 있습니까요?.,15
지금 가지 남아있어?.,15
지금 가지 남아있냐?.,15
지금 가지 남아있나?.,15
지금 가지 남아있어요?.,15
지금 가지 남아있나요?.,15
지금 가지 남아있습니까?.,15
지금 가지 남아있습니까요?.,15
지금 가지  몇개 남아?.,15
지금 가지 몇개 남아있어?.,15
지금 가지 몇개 남아있냐?.,15
지금 가지 몇개 남아있나?.,15
지금 가지 몇개 남아있어요?.,15
지금 가지 몇개 남아있나요?.,15
지금 가지 몇개 남아있습니까?.,15
지금 가지 몇개 남아있습니까요?.,15
지금 가지 몇개나 남아있어?.,15
지금 가지 몇개나 남아있냐?.,15
지금 가지 몇개나 남아있어요?.,15
지금 가지 몇개나 남아있나요?.,15
지금 가지 몇개나 남아있습니까?.,15
지금 가지 몇개나 남아있습니까요?.,15
현재 가지 있어?.,15
현재 가지 있냐?.,15
현재 가지 있나?.,15
현재 가지 있어요?.,15
현재 가지 있나요?.,15
현재 가지 있습니까?.,15
현재 가지 있습니까요?.,15
현재 가지  몇개?.,15
현재 가지 몇개 있어?.,15
현재 가지 몇개 있냐?.,15
현재 가지 몇개 있나?.,15
현재 가지 몇개 있어요?.,15
현재 가지 몇개 있나요?.,15
현재 가지 몇개 있습니까?.,15
현재 가지 몇개 있습니까요?.,15
현재 가지 몇개나 있어?.,15
현재 가지 몇개나 있냐?.,15
현재 가지 몇개나 있나?.,15
현재 가지 몇개나 있어요?.,15
현재 가지 몇개나 있나요?.,15
현재 가지 몇개나 있습니까?.,15
현재 가지 몇개나 있습니까요?.,15
현재 가지 남아있어?.,15
현재 가지 남아있냐?.,15
현재 가지 남아있나?.,15
현재 가지 남아있어요?.,15
현재 가지 남아있나요?.,15
현재 가지 남아있습니까?.,15
현재 가지 남아있습니까요?.,15
현재 가지  몇개 남아?.,15
현재 가지 몇개 남아있어?.,15
현재 가지 몇개 남아있냐?.,15
현재 가지 몇개 남아있나?.,15
현재 가지 몇개 남아있어요?.,15
현재 가지 몇개 남아있나요?.,15
현재 가지 몇개 남아있습니까?.,15
현재 가지 몇개 남아있습니까요?.,15
현재 가지 몇개나 남아있어?.,15
현재 가지 몇개나 남아있냐?.,15
현재 가지 몇개나 남아있어요?.,15
현재 가지 몇개나 남아있나요?.,15
현재 가지 몇개나 남아있습니까?.,15
현재 가지 몇개나 남아있습니까요?.,15
냉장고에 가지 있어?.,15
냉장고에 가지 있냐?.,15
냉장고에 가지 있나?.,15
냉장고에 가지 있어요?.,15
냉장고에 가지 있나요?.,15
냉장고에 가지 있습니까?.,15
냉장고에 가지 있습니까요?.,15
냉장고에 가지  몇개?.,15
냉장고에 가지 몇개 있어?.,15
냉장고에 가지 몇개 있냐?.,15
냉장고에 가지 몇개 있나?.,15
냉장고에 가지 몇개 있어요?.,15
냉장고에 가지 몇개 있나요?.,15
냉장고에 가지 몇개 있습니까?.,15
냉장고에 가지 몇개 있습니까요?.,15
냉장고에 가지 몇개나 있어?.,15
냉장고에 가지 몇개나 있냐?.,15
냉장고에 가지 몇개나 있나?.,15
냉장고에 가지 몇개나 있어요?.,15
냉장고에 가지 몇개나 있나요?.,15
냉장고에 가지 몇개나 있습니까?.,15
냉장고에 가지 몇개나 있습니까요?.,15
냉장고에 가지 남아있어?.,15
냉장고에 가지 남아있냐?.,15
냉장고에 가지 남아있나?.,15
냉장고에 가지 남아있어요?.,15
냉장고에 가지 남아있나요?.,15
냉장고에 가지 남아있습니까?.,15
냉장고에 가지 남아있습니까요?.,15
냉장고에 가지  몇개 남아?.,15
냉장고에 가지 몇개 남아있어?.,15
냉장고에 가지 몇개 남아있냐?.,15
냉장고에 가지 몇개 남아있나?.,15
냉장고에 가지 몇개 남아있어요?.,15
냉장고에 가지 몇개 남아있나요?.,15
냉장고에 가지 몇개 남아있습니까?.,15
냉장고에 가지 몇개 남아있습니까요?.,15
냉장고에 가지 몇개나 남아있어?.,15
냉장고에 가지 몇개나 남아있냐?.,15
냉장고에 가지 몇개나 남아있어요?.,15
냉장고에 가지 몇개나 남아있나요?.,15
냉장고에 가지 몇개나 남아있습니까?.,15
냉장고에 가지 몇개나 남아있습니까요?.,15
지금 냉장고에 가지 있어?.,15
지금 냉장고에 가지 있냐?.,15
지금 냉장고에 가지 있나?.,15
지금 냉장고에 가지 있어요?.,15
지금 냉장고에 가지 있나요?.,15
지금 냉장고에 가지 있습니까?.,15
지금 냉장고에 가지 있습니까요?.,15
지금 냉장고에 가지  몇개?.,15
지금 냉장고에 가지 몇개 있어?.,15
지금 냉장고에 가지 몇개 있냐?.,15
지금 냉장고에 가지 몇개 있나?.,15
지금 냉장고에 가지 몇개 있어요?.,15
지금 냉장고에 가지 몇개 있나요?.,15
지금 냉장고에 가지 몇개 있습니까?.,15
지금 냉장고에 가지 몇개 있습니까요?.,15
지금 냉장고에 가지 몇개나 있어?.,15
지금 냉장고에 가지 몇개나 있냐?.,15
지금 냉장고에 가지 몇개나 있나?.,15
지금 냉장고에 가지 몇개나 있어요?.,15
지금 냉장고에 가지 몇개나 있나요?.,15
지금 냉장고에 가지 몇개나 있습니까?.,15
지금 냉장고에 가지 몇개나 있습니까요?.,15
지금 냉장고에 가지 남아있어?.,15
지금 냉장고에 가지 남아있냐?.,15
지금 냉장고에 가지 남아있나?.,15
지금 냉장고에 가지 남아있어요?.,15
지금 냉장고에 가지 남아있나요?.,15
지금 냉장고에 가지 남아있습니까?.,15
지금 냉장고에 가지 남아있습니까요?.,15
지금 냉장고에 가지  몇개 남아?.,15
지금 냉장고에 가지 몇개 남아있어?.,15
지금 냉장고에 가지 몇개 남아있냐?.,15
지금 냉장고에 가지 몇개 남아있나?.,15
지금 냉장고에 가지 몇개 남아있어요?.,15
지금 냉장고에 가지 몇개 남아있나요?.,15
지금 냉장고에 가지 몇개 남아있습니까?.,15
지금 냉장고에 가지 몇개 남아있습니까요?.,15
지금 냉장고에 가지 몇개나 남아있어?.,15
지금 냉장고에 가지 몇개나 남아있냐?.,15
지금 냉장고에 가지 몇개나 남아있어요?.,15
지금 냉장고에 가지 몇개나 남아있나요?.,15
지금 냉장고에 가지 몇개나 남아있습니까?.,15
지금 냉장고에 가지 몇개나 남아있습니까요?.,15
현재 냉장고에 가지 있어?.,15
현재 냉장고에 가지 있냐?.,15
현재 냉장고에 가지 있나?.,15
현재 냉장고에 가지 있어요?.,15
현재 냉장고에 가지 있나요?.,15
현재 냉장고에 가지 있습니까?.,15
현재 냉장고에 가지 있습니까요?.,15
현재 냉장고에 가지  몇개?.,15
현재 냉장고에 가지 몇개 있어?.,15
현재 냉장고에 가지 몇개 있냐?.,15
현재 냉장고에 가지 몇개 있나?.,15
현재 냉장고에 가지 몇개 있어요?.,15
현재 냉장고에 가지 몇개 있나요?.,15
현재 냉장고에 가지 몇개 있습니까?.,15
현재 냉장고에 가지 몇개 있습니까요?.,15
현재 냉장고에 가지 몇개나 있어?.,15
현재 냉장고에 가지 몇개나 있냐?.,15
현재 냉장고에 가지 몇개나 있나?.,15
현재 냉장고에 가지 몇개나 있어요?.,15
현재 냉장고에 가지 몇개나 있나요?.,15
현재 냉장고에 가지 몇개나 있습니까?.,15
현재 냉장고에 가지 몇개나 있습니까요?.,15
현재 냉장고에 가지 남아있어?.,15
현재 냉장고에 가지 남아있냐?.,15
현재 냉장고에 가지 남아있나?.,15
현재 냉장고에 가지 남아있어요?.,15
현재 냉장고에 가지 남아있나요?.,15
현재 냉장고에 가지 남아있습니까?.,15
현재 냉장고에 가지 남아있습니까요?.,15
현재 냉장고에 가지  몇개 남아?.,15
현재 냉장고에 가지 몇개 남아있어?.,15
현재 냉장고에 가지 몇개 남아있냐?.,15
현재 냉장고에 가지 몇개 남아있나?.,15
현재 냉장고에 가지 몇개 남아있어요?.,15
현재 냉장고에 가지 몇개 남아있나요?.,15
현재 냉장고에 가지 몇개 남아있습니까?.,15
현재 냉장고에 가지 몇개 남아있습니까요?.,15
현재 냉장고에 가지 몇개나 남아있어?.,15
현재 냉장고에 가지 몇개나 남아있냐?.,15
현재 냉장고에 가지 몇개나 남아있어요?.,15
현재 냉장고에 가지 몇개나 남아있나요?.,15
현재 냉장고에 가지 몇개나 남아있습니까?.,15
현재 냉장고에 가지 몇개나 남아있습니까요?.,15
냉장고 안에 가지 있어?.,15
냉장고 안에 가지 있냐?.,15
냉장고 안에 가지 있나?.,15
냉장고 안에 가지 있어요?.,15
냉장고 안에 가지 있나요?.,15
냉장고 안에 가지 있습니까?.,15
냉장고 안에 가지 있습니까요?.,15
냉장고 안에 가지  몇개?.,15
냉장고 안에 가지 몇개 있어?.,15
냉장고 안에 가지 몇개 있냐?.,15
냉장고 안에 가지 몇개 있나?.,15
냉장고 안에 가지 몇개 있어요?.,15
냉장고 안에 가지 몇개 있나요?.,15
냉장고 안에 가지 몇개 있습니까?.,15
냉장고 안에 가지 몇개 있습니까요?.,15
냉장고 안에 가지 몇개나 있어?.,15
냉장고 안에 가지 몇개나 있냐?.,15
냉장고 안에 가지 몇개나 있나?.,15
냉장고 안에 가지 몇개나 있어요?.,15
냉장고 안에 가지 몇개나 있나요?.,15
냉장고 안에 가지 몇개나 있습니까?.,15
냉장고 안에 가지 몇개나 있습니까요?.,15
냉장고 안에 가지 남아있어?.,15
냉장고 안에 가지 남아있냐?.,15
냉장고 안에 가지 남아있나?.,15
냉장고 안에 가지 남아있어요?.,15
냉장고 안에 가지 남아있나요?.,15
냉장고 안에 가지 남아있습니까?.,15
냉장고 안에 가지 남아있습니까요?.,15
냉장고 안에 가지  몇개 남아?.,15
냉장고 안에 가지 몇개 남아있어?.,15
냉장고 안에 가지 몇개 남아있냐?.,15
냉장고 안에 가지 몇개 남아있나?.,15
냉장고 안에 가지 몇개 남아있어요?.,15
냉장고 안에 가지 몇개 남아있나요?.,15
냉장고 안에 가지 몇개 남아있습니까?.,15
냉장고 안에 가지 몇개 남아있습니까요?.,15
냉장고 안에 가지 몇개나 남아있어?.,15
냉장고 안에 가지 몇개나 남아있냐?.,15
냉장고 안에 가지 몇개나 남아있어요?.,15
냉장고 안에 가지 몇개나 남아있나요?.,15
냉장고 안에 가지 몇개나 남아있습니까?.,15
냉장고 안에 가지 몇개나 남아있습니까요?.,15
지금 냉장고 안에 가지 있어?.,15
지금 냉장고 안에 가지 있냐?.,15
지금 냉장고 안에 가지 있나?.,15
지금 냉장고 안에 가지 있어요?.,15
지금 냉장고 안에 가지 있나요?.,15
지금 냉장고 안에 가지 있습니까?.,15
지금 냉장고 안에 가지 있습니까요?.,15
지금 냉장고 안에 가지  몇개?.,15
지금 냉장고 안에 가지 몇개 있어?.,15
지금 냉장고 안에 가지 몇개 있냐?.,15
지금 냉장고 안에 가지 몇개 있나?.,15
지금 냉장고 안에 가지 몇개 있어요?.,15
지금 냉장고 안에 가지 몇개 있나요?.,15
지금 냉장고 안에 가지 몇개 있습니까?.,15
지금 냉장고 안에 가지 몇개 있습니까요?.,15
지금 냉장고 안에 가지 몇개나 있어?.,15
지금 냉장고 안에 가지 몇개나 있냐?.,15
지금 냉장고 안에 가지 몇개나 있나?.,15
지금 냉장고 안에 가지 몇개나 있어요?.,15
지금 냉장고 안에 가지 몇개나 있나요?.,15
지금 냉장고 안에 가지 몇개나 있습니까?.,15
지금 냉장고 안에 가지 몇개나 있습니까요?.,15
지금 냉장고 안에 가지 남아있어?.,15
지금 냉장고 안에 가지 남아있냐?.,15
지금 냉장고 안에 가지 남아있나?.,15
지금 냉장고 안에 가지 남아있어요?.,15
지금 냉장고 안에 가지 남아있나요?.,15
지금 냉장고 안에 가지 남아있습니까?.,15
지금 냉장고 안에 가지 남아있습니까요?.,15
지금 냉장고 안에 가지  몇개 남아?.,15
지금 냉장고 안에 가지 몇개 남아있어?.,15
지금 냉장고 안에 가지 몇개 남아있냐?.,15
지금 냉장고 안에 가지 몇개 남아있나?.,15
지금 냉장고 안에 가지 몇개 남아있어요?.,15
지금 냉장고 안에 가지 몇개 남아있나요?.,15
지금 냉장고 안에 가지 몇개 남아있습니까?.,15
지금 냉장고 안에 가지 몇개 남아있습니까요?.,15
지금 냉장고 안에 가지 몇개나 남아있어?.,15
지금 냉장고 안에 가지 몇개나 남아있냐?.,15
지금 냉장고 안에 가지 몇개나 남아있어요?.,15
지금 냉장고 안에 가지 몇개나 남아있나요?.,15
지금 냉장고 안에 가지 몇개나 남아있습니까?.,15
지금 냉장고 안에 가지 몇개나 남아있습니까요?.,15
현재 냉장고 안에 가지 있어?.,15
현재 냉장고 안에 가지 있냐?.,15
현재 냉장고 안에 가지 있나?.,15
현재 냉장고 안에 가지 있어요?.,15
현재 냉장고 안에 가지 있나요?.,15
현재 냉장고 안에 가지 있습니까?.,15
현재 냉장고 안에 가지 있습니까요?.,15
현재 냉장고 안에 가지  몇개?.,15
현재 냉장고 안에 가지 몇개 있어?.,15
현재 냉장고 안에 가지 몇개 있냐?.,15
현재 냉장고 안에 가지 몇개 있나?.,15
현재 냉장고 안에 가지 몇개 있어요?.,15
현재 냉장고 안에 가지 몇개 있나요?.,15
현재 냉장고 안에 가지 몇개 있습니까?.,15
현재 냉장고 안에 가지 몇개 있습니까요?.,15
현재 냉장고 안에 가지 몇개나 있어?.,15
현재 냉장고 안에 가지 몇개나 있냐?.,15
현재 냉장고 안에 가지 몇개나 있나?.,15
현재 냉장고 안에 가지 몇개나 있어요?.,15
현재 냉장고 안에 가지 몇개나 있나요?.,15
현재 냉장고 안에 가지 몇개나 있습니까?.,15
현재 냉장고 안에 가지 몇개나 있습니까요?.,15
현재 냉장고 안에 가지 남아있어?.,15
현재 냉장고 안에 가지 남아있냐?.,15
현재 냉장고 안에 가지 남아있나?.,15
현재 냉장고 안에 가지 남아있어요?.,15
현재 냉장고 안에 가지 남아있나요?.,15
현재 냉장고 안에 가지 남아있습니까?.,15
현재 냉장고 안에 가지 남아있습니까요?.,15
현재 냉장고 안에 가지  몇개 남아?.,15
현재 냉장고 안에 가지 몇개 남아있어?.,15
현재 냉장고 안에 가지 몇개 남아있냐?.,15
현재 냉장고 안에 가지 몇개 남아있나?.,15
현재 냉장고 안에 가지 몇개 남아있어요?.,15
현재 냉장고 안에 가지 몇개 남아있나요?.,15
현재 냉장고 안에 가지 몇개 남아있습니까?.,15
현재 냉장고 안에 가지 몇개 남아있습니까요?.,15
현재 냉장고 안에 가지 몇개나 남아있어?.,15
현재 냉장고 안에 가지 몇개나 남아있냐?.,15
현재 냉장고 안에 가지 몇개나 남아있어요?.,15
현재 냉장고 안에 가지 몇개나 남아있나요?.,15
현재 냉장고 안에 가지 몇개나 남아있습니까?.,15
현재 냉장고 안에 가지 몇개나 남아있습니까요?.,15
냉장고 속에 가지 있어?.,15
냉장고 속에 가지 있냐?.,15
냉장고 속에 가지 있나?.,15
냉장고 속에 가지 있어요?.,15
냉장고 속에 가지 있나요?.,15
냉장고 속에 가지 있습니까?.,15
